speaker_norm,path_audio,attack_type
2669,a02/2669/41.wav,a02
2669,a02/2669/26.wav,a02
2669,a02/2669/49.wav,a02
2669,a02/2669/8.wav,a02
2669,a02/2669/43.wav,a02
2669,a02/2669/28.wav,a02
2669,a02/2669/3.wav,a02
2669,a02/2669/35.wav,a02
2669,a02/2669/40.wav,a02
2669,a02/2669/50.wav,a02
2669,a02/2669/27.wav,a02
2669,a02/2669/14.wav,a02
2669,a02/2669/23.wav,a02
2669,a02/2669/39.wav,a02
2669,a02/2669/6.wav,a02
2669,a02/2669/12.wav,a02
2669,a02/2669/1.wav,a02
2669,a02/2669/19.wav,a02
2669,a02/2669/33.wav,a02
2669,a02/2669/44.wav,a02
2669,a02/2669/16.wav,a02
2669,a02/2669/4.wav,a02
2669,a02/2669/38.wav,a02
2669,a02/2669/45.wav,a02
2669,a02/2669/17.wav,a02
2669,a02/2669/18.wav,a02
2669,a02/2669/11.wav,a02
2669,a02/2669/15.wav,a02
3537,a02/3537/29.wav,a02
3537,a02/3537/46.wav,a02
3537,a02/3537/22.wav,a02
3537,a02/3537/30.wav,a02
3537,a02/3537/34.wav,a02
3537,a02/3537/7.wav,a02
3537,a02/3537/48.wav,a02
3537,a02/3537/31.wav,a02
3537,a02/3537/10.wav,a02
3537,a02/3537/5.wav,a02
3537,a02/3537/32.wav,a02
3537,a02/3537/36.wav,a02
3537,a02/3537/21.wav,a02
3537,a02/3537/47.wav,a02
3537,a02/3537/25.wav,a02
3537,a02/3537/24.wav,a02
3537,a02/3537/13.wav,a02
3537,a02/3537/37.wav,a02
3537,a02/3537/2.wav,a02
3537,a02/3537/42.wav,a02
3537,a02/3537/20.wav,a02
3537,a02/3537/9.wav,a02
3537,a02/3537/41.wav,a02
3537,a02/3537/26.wav,a02
3537,a02/3537/49.wav,a02
3537,a02/3537/8.wav,a02
3537,a02/3537/43.wav,a02
3537,a02/3537/28.wav,a02
3537,a02/3537/3.wav,a02
3537,a02/3537/35.wav,a02
3537,a02/3537/40.wav,a02
3537,a02/3537/50.wav,a02
3537,a02/3537/27.wav,a02
3537,a02/3537/14.wav,a02
3537,a02/3537/23.wav,a02
3537,a02/3537/39.wav,a02
3537,a02/3537/6.wav,a02
3537,a02/3537/12.wav,a02
3537,a02/3537/1.wav,a02
3537,a02/3537/19.wav,a02
3537,a02/3537/33.wav,a02
3537,a02/3537/44.wav,a02
3537,a02/3537/16.wav,a02
3537,a02/3537/4.wav,a02
3537,a02/3537/38.wav,a02
3537,a02/3537/45.wav,a02
3537,a02/3537/17.wav,a02
3537,a02/3537/18.wav,a02
3537,a02/3537/11.wav,a02
3537,a02/3537/15.wav,a02
2945,a02/2945/29.wav,a02
2945,a02/2945/46.wav,a02
2945,a02/2945/22.wav,a02
2945,a02/2945/30.wav,a02
2945,a02/2945/34.wav,a02
2945,a02/2945/7.wav,a02
2945,a02/2945/48.wav,a02
2945,a02/2945/31.wav,a02
2945,a02/2945/10.wav,a02
2945,a02/2945/5.wav,a02
2945,a02/2945/32.wav,a02
2945,a02/2945/36.wav,a02
2945,a02/2945/21.wav,a02
2945,a02/2945/47.wav,a02
2945,a02/2945/25.wav,a02
2945,a02/2945/24.wav,a02
2945,a02/2945/13.wav,a02
2945,a02/2945/37.wav,a02
2945,a02/2945/2.wav,a02
2945,a02/2945/42.wav,a02
2945,a02/2945/20.wav,a02
2945,a02/2945/9.wav,a02
2945,a02/2945/41.wav,a02
2945,a02/2945/26.wav,a02
2945,a02/2945/49.wav,a02
2945,a02/2945/8.wav,a02
2945,a02/2945/43.wav,a02
2945,a02/2945/28.wav,a02
2945,a02/2945/3.wav,a02
2945,a02/2945/35.wav,a02
2945,a02/2945/40.wav,a02
2945,a02/2945/50.wav,a02
2945,a02/2945/27.wav,a02
2945,a02/2945/14.wav,a02
2945,a02/2945/23.wav,a02
2945,a02/2945/39.wav,a02
2945,a02/2945/6.wav,a02
2945,a02/2945/12.wav,a02
2945,a02/2945/1.wav,a02
2945,a02/2945/19.wav,a02
2945,a02/2945/33.wav,a02
2945,a02/2945/44.wav,a02
2945,a02/2945/16.wav,a02
2945,a02/2945/4.wav,a02
2945,a02/2945/38.wav,a02
2945,a02/2945/45.wav,a02
2945,a02/2945/17.wav,a02
2945,a02/2945/18.wav,a02
2945,a02/2945/11.wav,a02
2945,a02/2945/15.wav,a02
3506,a02/3506/29.wav,a02
3506,a02/3506/46.wav,a02
3506,a02/3506/22.wav,a02
3506,a02/3506/30.wav,a02
3506,a02/3506/34.wav,a02
3506,a02/3506/7.wav,a02
3506,a02/3506/48.wav,a02
3506,a02/3506/31.wav,a02
3506,a02/3506/10.wav,a02
3506,a02/3506/5.wav,a02
3506,a02/3506/32.wav,a02
3506,a02/3506/36.wav,a02
3506,a02/3506/21.wav,a02
3506,a02/3506/47.wav,a02
3506,a02/3506/25.wav,a02
3506,a02/3506/24.wav,a02
3506,a02/3506/13.wav,a02
3506,a02/3506/37.wav,a02
3506,a02/3506/2.wav,a02
3506,a02/3506/42.wav,a02
3506,a02/3506/20.wav,a02
3506,a02/3506/9.wav,a02
3506,a02/3506/41.wav,a02
3506,a02/3506/26.wav,a02
3506,a02/3506/49.wav,a02
3506,a02/3506/8.wav,a02
3506,a02/3506/43.wav,a02
3506,a02/3506/28.wav,a02
3506,a02/3506/3.wav,a02
3506,a02/3506/35.wav,a02
3506,a02/3506/40.wav,a02
3506,a02/3506/50.wav,a02
3506,a02/3506/27.wav,a02
3506,a02/3506/14.wav,a02
3506,a02/3506/23.wav,a02
3506,a02/3506/39.wav,a02
3506,a02/3506/6.wav,a02
3506,a02/3506/12.wav,a02
3506,a02/3506/1.wav,a02
3506,a02/3506/19.wav,a02
3506,a02/3506/33.wav,a02
3506,a02/3506/44.wav,a02
3506,a02/3506/16.wav,a02
3506,a02/3506/4.wav,a02
3506,a02/3506/38.wav,a02
3506,a02/3506/45.wav,a02
3506,a02/3506/17.wav,a02
3506,a02/3506/18.wav,a02
3506,a02/3506/11.wav,a02
3506,a02/3506/15.wav,a02
4074,a02/4074/29.wav,a02
4074,a02/4074/46.wav,a02
4074,a02/4074/22.wav,a02
4074,a02/4074/30.wav,a02
4074,a02/4074/34.wav,a02
4074,a02/4074/7.wav,a02
4074,a02/4074/48.wav,a02
4074,a02/4074/31.wav,a02
4074,a02/4074/10.wav,a02
4074,a02/4074/5.wav,a02
4074,a02/4074/32.wav,a02
4074,a02/4074/36.wav,a02
4074,a02/4074/21.wav,a02
4074,a02/4074/47.wav,a02
4074,a02/4074/25.wav,a02
4074,a02/4074/24.wav,a02
4074,a02/4074/13.wav,a02
4074,a02/4074/37.wav,a02
4074,a02/4074/2.wav,a02
4074,a02/4074/42.wav,a02
4074,a02/4074/20.wav,a02
4074,a02/4074/9.wav,a02
4074,a02/4074/41.wav,a02
4074,a02/4074/26.wav,a02
4074,a02/4074/49.wav,a02
4074,a02/4074/8.wav,a02
4074,a02/4074/43.wav,a02
4074,a02/4074/28.wav,a02
4074,a02/4074/3.wav,a02
4074,a02/4074/35.wav,a02
4074,a02/4074/40.wav,a02
4074,a02/4074/50.wav,a02
4074,a02/4074/27.wav,a02
4074,a02/4074/14.wav,a02
4074,a02/4074/23.wav,a02
4074,a02/4074/39.wav,a02
4074,a02/4074/6.wav,a02
4074,a02/4074/12.wav,a02
4074,a02/4074/1.wav,a02
4074,a02/4074/19.wav,a02
4074,a02/4074/33.wav,a02
4074,a02/4074/44.wav,a02
4074,a02/4074/16.wav,a02
4074,a02/4074/4.wav,a02
4074,a02/4074/38.wav,a02
4074,a02/4074/45.wav,a02
4074,a02/4074/17.wav,a02
4074,a02/4074/18.wav,a02
4074,a02/4074/11.wav,a02
4074,a02/4074/15.wav,a02
M_SSW00_50,a02/M_SSW00_50/29.wav,a02
M_SSW00_50,a02/M_SSW00_50/46.wav,a02
M_SSW00_50,a02/M_SSW00_50/22.wav,a02
M_SSW00_50,a02/M_SSW00_50/30.wav,a02
M_SSW00_50,a02/M_SSW00_50/34.wav,a02
M_SSW00_50,a02/M_SSW00_50/7.wav,a02
M_SSW00_50,a02/M_SSW00_50/48.wav,a02
M_SSW00_50,a02/M_SSW00_50/31.wav,a02
M_SSW00_50,a02/M_SSW00_50/10.wav,a02
M_SSW00_50,a02/M_SSW00_50/5.wav,a02
M_SSW00_50,a02/M_SSW00_50/32.wav,a02
M_SSW00_50,a02/M_SSW00_50/36.wav,a02
M_SSW00_50,a02/M_SSW00_50/21.wav,a02
M_SSW00_50,a02/M_SSW00_50/47.wav,a02
M_SSW00_50,a02/M_SSW00_50/25.wav,a02
M_SSW00_50,a02/M_SSW00_50/24.wav,a02
M_SSW00_50,a02/M_SSW00_50/13.wav,a02
M_SSW00_50,a02/M_SSW00_50/37.wav,a02
M_SSW00_50,a02/M_SSW00_50/2.wav,a02
M_SSW00_50,a02/M_SSW00_50/42.wav,a02
M_SSW00_50,a02/M_SSW00_50/20.wav,a02
M_SSW00_50,a02/M_SSW00_50/9.wav,a02
M_SSW00_50,a02/M_SSW00_50/41.wav,a02
M_SSW00_50,a02/M_SSW00_50/26.wav,a02
M_SSW00_50,a02/M_SSW00_50/49.wav,a02
M_SSW00_50,a02/M_SSW00_50/8.wav,a02
M_SSW00_50,a02/M_SSW00_50/43.wav,a02
M_SSW00_50,a02/M_SSW00_50/28.wav,a02
M_SSW00_50,a02/M_SSW00_50/3.wav,a02
M_SSW00_50,a02/M_SSW00_50/35.wav,a02
M_SSW00_50,a02/M_SSW00_50/40.wav,a02
M_SSW00_50,a02/M_SSW00_50/50.wav,a02
M_SSW00_50,a02/M_SSW00_50/27.wav,a02
M_SSW00_50,a02/M_SSW00_50/14.wav,a02
M_SSW00_50,a02/M_SSW00_50/23.wav,a02
M_SSW00_50,a02/M_SSW00_50/39.wav,a02
M_SSW00_50,a02/M_SSW00_50/6.wav,a02
M_SSW00_50,a02/M_SSW00_50/12.wav,a02
M_SSW00_50,a02/M_SSW00_50/1.wav,a02
M_SSW00_50,a02/M_SSW00_50/19.wav,a02
M_SSW00_50,a02/M_SSW00_50/33.wav,a02
M_SSW00_50,a02/M_SSW00_50/44.wav,a02
M_SSW00_50,a02/M_SSW00_50/16.wav,a02
M_SSW00_50,a02/M_SSW00_50/4.wav,a02
M_SSW00_50,a02/M_SSW00_50/38.wav,a02
M_SSW00_50,a02/M_SSW00_50/45.wav,a02
M_SSW00_50,a02/M_SSW00_50/17.wav,a02
M_SSW00_50,a02/M_SSW00_50/18.wav,a02
M_SSW00_50,a02/M_SSW00_50/11.wav,a02
M_SSW00_50,a02/M_SSW00_50/15.wav,a02
1091,a02/1091/29.wav,a02
1091,a02/1091/46.wav,a02
1091,a02/1091/22.wav,a02
1091,a02/1091/30.wav,a02
1091,a02/1091/34.wav,a02
1091,a02/1091/7.wav,a02
1091,a02/1091/48.wav,a02
1091,a02/1091/31.wav,a02
1091,a02/1091/10.wav,a02
1091,a02/1091/5.wav,a02
1091,a02/1091/32.wav,a02
1091,a02/1091/36.wav,a02
1091,a02/1091/21.wav,a02
1091,a02/1091/47.wav,a02
1091,a02/1091/25.wav,a02
1091,a02/1091/24.wav,a02
1091,a02/1091/13.wav,a02
1091,a02/1091/37.wav,a02
1091,a02/1091/2.wav,a02
1091,a02/1091/42.wav,a02
1091,a02/1091/20.wav,a02
1091,a02/1091/9.wav,a02
1091,a02/1091/41.wav,a02
1091,a02/1091/26.wav,a02
1091,a02/1091/49.wav,a02
1091,a02/1091/8.wav,a02
1091,a02/1091/43.wav,a02
1091,a02/1091/28.wav,a02
1091,a02/1091/3.wav,a02
1091,a02/1091/35.wav,a02
1091,a02/1091/40.wav,a02
1091,a02/1091/50.wav,a02
1091,a02/1091/27.wav,a02
1091,a02/1091/14.wav,a02
1091,a02/1091/23.wav,a02
1091,a02/1091/39.wav,a02
1091,a02/1091/6.wav,a02
1091,a02/1091/12.wav,a02
1091,a02/1091/1.wav,a02
1091,a02/1091/19.wav,a02
1091,a02/1091/33.wav,a02
1091,a02/1091/44.wav,a02
1091,a02/1091/16.wav,a02
1091,a02/1091/4.wav,a02
1091,a02/1091/38.wav,a02
1091,a02/1091/45.wav,a02
1091,a02/1091/17.wav,a02
1091,a02/1091/18.wav,a02
1091,a02/1091/11.wav,a02
1091,a02/1091/15.wav,a02
1127,a02/1127/29.wav,a02
1127,a02/1127/46.wav,a02
1127,a02/1127/22.wav,a02
1127,a02/1127/30.wav,a02
1127,a02/1127/34.wav,a02
1127,a02/1127/7.wav,a02
1127,a02/1127/48.wav,a02
1127,a02/1127/31.wav,a02
1127,a02/1127/10.wav,a02
1127,a02/1127/5.wav,a02
1127,a02/1127/32.wav,a02
1127,a02/1127/36.wav,a02
1127,a02/1127/21.wav,a02
1127,a02/1127/47.wav,a02
1127,a02/1127/25.wav,a02
1127,a02/1127/24.wav,a02
1127,a02/1127/13.wav,a02
1127,a02/1127/37.wav,a02
1127,a02/1127/2.wav,a02
1127,a02/1127/42.wav,a02
1127,a02/1127/20.wav,a02
1127,a02/1127/9.wav,a02
1127,a02/1127/41.wav,a02
1127,a02/1127/26.wav,a02
1127,a02/1127/49.wav,a02
1127,a02/1127/8.wav,a02
1127,a02/1127/43.wav,a02
1127,a02/1127/28.wav,a02
1127,a02/1127/3.wav,a02
1127,a02/1127/35.wav,a02
1127,a02/1127/40.wav,a02
1127,a02/1127/50.wav,a02
1127,a02/1127/27.wav,a02
1127,a02/1127/14.wav,a02
1127,a02/1127/23.wav,a02
1127,a02/1127/39.wav,a02
1127,a02/1127/6.wav,a02
1127,a02/1127/12.wav,a02
1127,a02/1127/1.wav,a02
1127,a02/1127/19.wav,a02
1127,a02/1127/33.wav,a02
1127,a02/1127/44.wav,a02
1127,a02/1127/16.wav,a02
1127,a02/1127/4.wav,a02
1127,a02/1127/38.wav,a02
1127,a02/1127/45.wav,a02
1127,a02/1127/17.wav,a02
1127,a02/1127/18.wav,a02
1127,a02/1127/11.wav,a02
1127,a02/1127/15.wav,a02
2205,a02/2205/29.wav,a02
2205,a02/2205/46.wav,a02
2205,a02/2205/22.wav,a02
2205,a02/2205/30.wav,a02
2205,a02/2205/34.wav,a02
2205,a02/2205/7.wav,a02
2205,a02/2205/48.wav,a02
2205,a02/2205/31.wav,a02
2205,a02/2205/10.wav,a02
2205,a02/2205/5.wav,a02
2205,a02/2205/32.wav,a02
2205,a02/2205/36.wav,a02
2205,a02/2205/21.wav,a02
2205,a02/2205/47.wav,a02
2205,a02/2205/25.wav,a02
2205,a02/2205/24.wav,a02
2205,a02/2205/13.wav,a02
2205,a02/2205/37.wav,a02
2205,a02/2205/2.wav,a02
2205,a02/2205/42.wav,a02
2205,a02/2205/20.wav,a02
2205,a02/2205/9.wav,a02
2205,a02/2205/41.wav,a02
2205,a02/2205/26.wav,a02
2205,a02/2205/49.wav,a02
2205,a02/2205/8.wav,a02
2205,a02/2205/43.wav,a02
2205,a02/2205/28.wav,a02
2205,a02/2205/3.wav,a02
2205,a02/2205/35.wav,a02
2205,a02/2205/40.wav,a02
2205,a02/2205/50.wav,a02
2205,a02/2205/27.wav,a02
2205,a02/2205/14.wav,a02
2205,a02/2205/23.wav,a02
2205,a02/2205/39.wav,a02
2205,a02/2205/6.wav,a02
2205,a02/2205/12.wav,a02
2205,a02/2205/1.wav,a02
2205,a02/2205/19.wav,a02
2205,a02/2205/33.wav,a02
2205,a02/2205/44.wav,a02
2205,a02/2205/16.wav,a02
2205,a02/2205/4.wav,a02
2205,a02/2205/38.wav,a02
2205,a02/2205/45.wav,a02
2205,a02/2205/17.wav,a02
2205,a02/2205/18.wav,a02
2205,a02/2205/11.wav,a02
2205,a02/2205/15.wav,a02
3764,a02/3764/29.wav,a02
3764,a02/3764/46.wav,a02
3764,a02/3764/22.wav,a02
3764,a02/3764/30.wav,a02
3764,a02/3764/34.wav,a02
3764,a02/3764/7.wav,a02
3764,a02/3764/48.wav,a02
3764,a02/3764/31.wav,a02
3764,a02/3764/10.wav,a02
3764,a02/3764/5.wav,a02
3764,a02/3764/32.wav,a02
3764,a02/3764/36.wav,a02
3764,a02/3764/21.wav,a02
3764,a02/3764/47.wav,a02
3764,a02/3764/25.wav,a02
3764,a02/3764/24.wav,a02
3764,a02/3764/13.wav,a02
3764,a02/3764/37.wav,a02
3764,a02/3764/2.wav,a02
3764,a02/3764/42.wav,a02
3764,a02/3764/20.wav,a02
3764,a02/3764/9.wav,a02
3764,a02/3764/41.wav,a02
3764,a02/3764/26.wav,a02
3764,a02/3764/49.wav,a02
3764,a02/3764/8.wav,a02
3764,a02/3764/43.wav,a02
3764,a02/3764/28.wav,a02
3764,a02/3764/3.wav,a02
3764,a02/3764/35.wav,a02
3764,a02/3764/40.wav,a02
3764,a02/3764/50.wav,a02
3764,a02/3764/27.wav,a02
3764,a02/3764/14.wav,a02
3764,a02/3764/23.wav,a02
3764,a02/3764/39.wav,a02
3764,a02/3764/6.wav,a02
3764,a02/3764/12.wav,a02
3764,a02/3764/1.wav,a02
3764,a02/3764/19.wav,a02
3764,a02/3764/33.wav,a02
3764,a02/3764/44.wav,a02
3764,a02/3764/16.wav,a02
3764,a02/3764/4.wav,a02
3764,a02/3764/38.wav,a02
3764,a02/3764/45.wav,a02
3764,a02/3764/17.wav,a02
3764,a02/3764/18.wav,a02
3764,a02/3764/11.wav,a02
3764,a02/3764/15.wav,a02
1872,a02/1872/29.wav,a02
1872,a02/1872/46.wav,a02
1872,a02/1872/22.wav,a02
1872,a02/1872/30.wav,a02
1872,a02/1872/34.wav,a02
1872,a02/1872/7.wav,a02
1872,a02/1872/48.wav,a02
1872,a02/1872/31.wav,a02
1872,a02/1872/10.wav,a02
1872,a02/1872/5.wav,a02
1872,a02/1872/32.wav,a02
1872,a02/1872/36.wav,a02
1872,a02/1872/21.wav,a02
1872,a02/1872/47.wav,a02
1872,a02/1872/25.wav,a02
1872,a02/1872/24.wav,a02
1872,a02/1872/13.wav,a02
1872,a02/1872/37.wav,a02
1872,a02/1872/2.wav,a02
1872,a02/1872/42.wav,a02
1872,a02/1872/20.wav,a02
1872,a02/1872/9.wav,a02
1872,a02/1872/41.wav,a02
1872,a02/1872/26.wav,a02
1872,a02/1872/49.wav,a02
1872,a02/1872/8.wav,a02
1872,a02/1872/43.wav,a02
1872,a02/1872/28.wav,a02
1872,a02/1872/3.wav,a02
1872,a02/1872/35.wav,a02
1872,a02/1872/40.wav,a02
1872,a02/1872/50.wav,a02
1872,a02/1872/27.wav,a02
1872,a02/1872/14.wav,a02
1872,a02/1872/23.wav,a02
1872,a02/1872/39.wav,a02
1872,a02/1872/6.wav,a02
1872,a02/1872/12.wav,a02
1872,a02/1872/1.wav,a02
1872,a02/1872/19.wav,a02
1872,a02/1872/33.wav,a02
1872,a02/1872/44.wav,a02
1872,a02/1872/16.wav,a02
1872,a02/1872/4.wav,a02
1872,a02/1872/38.wav,a02
1872,a02/1872/45.wav,a02
1872,a02/1872/17.wav,a02
1872,a02/1872/18.wav,a02
1872,a02/1872/11.wav,a02
1872,a02/1872/15.wav,a02
3065,a02/3065/29.wav,a02
3065,a02/3065/46.wav,a02
3065,a02/3065/22.wav,a02
3065,a02/3065/30.wav,a02
3065,a02/3065/34.wav,a02
3065,a02/3065/7.wav,a02
3065,a02/3065/48.wav,a02
3065,a02/3065/31.wav,a02
3065,a02/3065/10.wav,a02
3065,a02/3065/5.wav,a02
3065,a02/3065/32.wav,a02
3065,a02/3065/36.wav,a02
3065,a02/3065/21.wav,a02
3065,a02/3065/47.wav,a02
3065,a02/3065/25.wav,a02
3065,a02/3065/24.wav,a02
3065,a02/3065/13.wav,a02
3065,a02/3065/37.wav,a02
3065,a02/3065/2.wav,a02
3065,a02/3065/42.wav,a02
3065,a02/3065/20.wav,a02
3065,a02/3065/9.wav,a02
3065,a02/3065/41.wav,a02
3065,a02/3065/26.wav,a02
3065,a02/3065/49.wav,a02
3065,a02/3065/8.wav,a02
3065,a02/3065/43.wav,a02
3065,a02/3065/28.wav,a02
3065,a02/3065/3.wav,a02
3065,a02/3065/35.wav,a02
3065,a02/3065/40.wav,a02
3065,a02/3065/50.wav,a02
3065,a02/3065/27.wav,a02
3065,a02/3065/14.wav,a02
3065,a02/3065/23.wav,a02
3065,a02/3065/39.wav,a02
3065,a02/3065/6.wav,a02
3065,a02/3065/12.wav,a02
3065,a02/3065/1.wav,a02
3065,a02/3065/19.wav,a02
3065,a02/3065/33.wav,a02
3065,a02/3065/44.wav,a02
3065,a02/3065/16.wav,a02
3065,a02/3065/4.wav,a02
3065,a02/3065/38.wav,a02
3065,a02/3065/45.wav,a02
3065,a02/3065/17.wav,a02
3065,a02/3065/18.wav,a02
3065,a02/3065/11.wav,a02
3065,a02/3065/15.wav,a02
2950,a02/2950/29.wav,a02
2950,a02/2950/46.wav,a02
2950,a02/2950/22.wav,a02
2950,a02/2950/30.wav,a02
2950,a02/2950/34.wav,a02
2950,a02/2950/7.wav,a02
2950,a02/2950/48.wav,a02
2950,a02/2950/31.wav,a02
2950,a02/2950/10.wav,a02
2950,a02/2950/5.wav,a02
2950,a02/2950/32.wav,a02
2950,a02/2950/36.wav,a02
2950,a02/2950/21.wav,a02
2950,a02/2950/47.wav,a02
2950,a02/2950/25.wav,a02
2950,a02/2950/24.wav,a02
2950,a02/2950/13.wav,a02
2950,a02/2950/37.wav,a02
2950,a02/2950/2.wav,a02
2950,a02/2950/42.wav,a02
2950,a02/2950/20.wav,a02
2950,a02/2950/9.wav,a02
2950,a02/2950/41.wav,a02
2950,a02/2950/26.wav,a02
2950,a02/2950/49.wav,a02
2950,a02/2950/8.wav,a02
2950,a02/2950/43.wav,a02
2950,a02/2950/28.wav,a02
2950,a02/2950/3.wav,a02
2950,a02/2950/35.wav,a02
2950,a02/2950/40.wav,a02
2950,a02/2950/50.wav,a02
2950,a02/2950/27.wav,a02
2950,a02/2950/14.wav,a02
2950,a02/2950/23.wav,a02
2950,a02/2950/39.wav,a02
2950,a02/2950/6.wav,a02
2950,a02/2950/12.wav,a02
2950,a02/2950/1.wav,a02
2950,a02/2950/19.wav,a02
2950,a02/2950/33.wav,a02
2950,a02/2950/44.wav,a02
2950,a02/2950/16.wav,a02
2950,a02/2950/4.wav,a02
2950,a02/2950/38.wav,a02
2950,a02/2950/45.wav,a02
2950,a02/2950/17.wav,a02
2950,a02/2950/18.wav,a02
2950,a02/2950/11.wav,a02
2950,a02/2950/15.wav,a02
M_LDW00_28,a02/M_LDW00_28/29.wav,a02
M_LDW00_28,a02/M_LDW00_28/46.wav,a02
M_LDW00_28,a02/M_LDW00_28/22.wav,a02
M_LDW00_28,a02/M_LDW00_28/30.wav,a02
M_LDW00_28,a02/M_LDW00_28/34.wav,a02
M_LDW00_28,a02/M_LDW00_28/7.wav,a02
M_LDW00_28,a02/M_LDW00_28/48.wav,a02
M_LDW00_28,a02/M_LDW00_28/31.wav,a02
M_LDW00_28,a02/M_LDW00_28/10.wav,a02
M_LDW00_28,a02/M_LDW00_28/5.wav,a02
M_LDW00_28,a02/M_LDW00_28/32.wav,a02
M_LDW00_28,a02/M_LDW00_28/36.wav,a02
M_LDW00_28,a02/M_LDW00_28/21.wav,a02
M_LDW00_28,a02/M_LDW00_28/47.wav,a02
M_LDW00_28,a02/M_LDW00_28/25.wav,a02
M_LDW00_28,a02/M_LDW00_28/24.wav,a02
M_LDW00_28,a02/M_LDW00_28/13.wav,a02
M_LDW00_28,a02/M_LDW00_28/37.wav,a02
M_LDW00_28,a02/M_LDW00_28/2.wav,a02
M_LDW00_28,a02/M_LDW00_28/42.wav,a02
M_LDW00_28,a02/M_LDW00_28/20.wav,a02
M_LDW00_28,a02/M_LDW00_28/9.wav,a02
M_LDW00_28,a02/M_LDW00_28/41.wav,a02
M_LDW00_28,a02/M_LDW00_28/26.wav,a02
M_LDW00_28,a02/M_LDW00_28/49.wav,a02
M_LDW00_28,a02/M_LDW00_28/8.wav,a02
M_LDW00_28,a02/M_LDW00_28/43.wav,a02
M_LDW00_28,a02/M_LDW00_28/28.wav,a02
M_LDW00_28,a02/M_LDW00_28/3.wav,a02
M_LDW00_28,a02/M_LDW00_28/35.wav,a02
M_LDW00_28,a02/M_LDW00_28/40.wav,a02
M_LDW00_28,a02/M_LDW00_28/50.wav,a02
M_LDW00_28,a02/M_LDW00_28/27.wav,a02
M_LDW00_28,a02/M_LDW00_28/14.wav,a02
M_LDW00_28,a02/M_LDW00_28/23.wav,a02
M_LDW00_28,a02/M_LDW00_28/39.wav,a02
M_LDW00_28,a02/M_LDW00_28/6.wav,a02
M_LDW00_28,a02/M_LDW00_28/12.wav,a02
M_LDW00_28,a02/M_LDW00_28/1.wav,a02
M_LDW00_28,a02/M_LDW00_28/19.wav,a02
M_LDW00_28,a02/M_LDW00_28/33.wav,a02
M_LDW00_28,a02/M_LDW00_28/44.wav,a02
M_LDW00_28,a02/M_LDW00_28/16.wav,a02
M_LDW00_28,a02/M_LDW00_28/4.wav,a02
M_LDW00_28,a02/M_LDW00_28/38.wav,a02
M_LDW00_28,a02/M_LDW00_28/45.wav,a02
M_LDW00_28,a02/M_LDW00_28/17.wav,a02
M_LDW00_28,a02/M_LDW00_28/18.wav,a02
M_LDW00_28,a02/M_LDW00_28/11.wav,a02
M_LDW00_28,a02/M_LDW00_28/15.wav,a02
