speaker_norm,path_audio,age,gender,recrdTime,recrdEnv,recrdDevice,subset,path_label
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0687-1060M1121-2__000_0-01590574.wav,adult,M,2.26,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0687-1060M1121-2__000_0-01590574.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0174-1060M1121-2__000_0-01348034.wav,adult,M,6.13,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0174-1060M1121-2__000_0-01348034.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0083-1060M1121-2__000_0-01429760.wav,adult,M,2.49,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0083-1060M1121-2__000_0-01429760.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0295-1060M1121-2__000_0-01380317.wav,adult,M,2.49,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0295-1060M1121-2__000_0-01380317.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0341-1060M1121-2__000_0-01382316.wav,adult,M,6.38,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0341-1060M1121-2__000_0-01382316.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0209-1060M1121-2__000_0-01377309.wav,adult,M,2.56,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0209-1060M1121-2__000_0-01377309.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0247-1060M1121-2__000_0-01378912.wav,adult,M,2.39,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0247-1060M1121-2__000_0-01378912.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0393-1060M1121-2__000_0-01579999.wav,adult,M,2.34,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0393-1060M1121-2__000_0-01579999.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0238-1060M1121-2__000_0-01378437.wav,adult,M,3.18,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0238-1060M1121-2__000_0-01378437.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0696-1060M1121-2__000_0-01428263.wav,adult,M,3.65,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0696-1060M1121-2__000_0-01428263.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0063-1060M1121-2__000_0-01428671.wav,adult,M,2.4,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0063-1060M1121-2__000_0-01428671.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0481-1060M1121-2__000_0-01583241.wav,adult,M,2.44,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0481-1060M1121-2__000_0-01583241.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0046-1060M1121-2__000_0-01342334.wav,adult,M,2.59,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0046-1060M1121-2__000_0-01342334.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0249-1060M1121-2__000_0-01378988.wav,adult,M,4.83,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0249-1060M1121-2__000_0-01378988.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0691-1060M1121-2__000_0-01428444.wav,adult,M,2.35,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0691-1060M1121-2__000_0-01428444.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0631-1060M1121-2__000_0-01589063.wav,adult,M,2.49,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0631-1060M1121-2__000_0-01589063.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0099-1060M1121-2__000_0-01430256.wav,adult,M,2.14,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0099-1060M1121-2__000_0-01430256.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0531-1060M1121-2__000_0-01585148.wav,adult,M,2.43,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0531-1060M1121-2__000_0-01585148.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0436-1060M1121-2__000_0-01581433.wav,adult,M,2.57,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0436-1060M1121-2__000_0-01581433.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0643-1060M1121-2__000_0-01589611.wav,adult,M,2.49,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0643-1060M1121-2__000_0-01589611.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0693-1060M1121-2__000_0-01428394.wav,adult,M,5.41,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0693-1060M1121-2__000_0-01428394.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0469-1060M1121-2__000_0-01582856.wav,adult,M,3.74,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0469-1060M1121-2__000_0-01582856.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0461-1060M1121-2__000_0-01582249.wav,adult,M,2.82,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0461-1060M1121-2__000_0-01582249.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0343-1060M1121-2__000_0-01382387.wav,adult,M,5.56,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0343-1060M1121-2__000_0-01382387.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0392-1060M1121-2__000_0-01579959.wav,adult,M,2.74,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0392-1060M1121-2__000_0-01579959.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0683-1060M1121-2__000_0-01590279.wav,adult,M,2.34,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0683-1060M1121-2__000_0-01590279.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0201-1060M1121-2__000_0-01349057.wav,adult,M,3.52,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0201-1060M1121-2__000_0-01349057.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0064-1060M1121-2__000_0-01343521.wav,adult,M,2.87,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0064-1060M1121-2__000_0-01343521.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0043-1060M1121-2__000_0-01342952.wav,adult,M,3.98,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0043-1060M1121-2__000_0-01342952.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0004-1060M1121-2__000_0-01341584.wav,adult,M,2.35,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0004-1060M1121-2__000_0-01341584.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0316-1060M1121-2__000_0-01381149.wav,adult,M,6.08,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0316-1060M1121-2__000_0-01381149.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0557-1060M1121-2__000_0-01586030.wav,adult,M,2.37,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0557-1060M1121-2__000_0-01586030.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0058-1060M1121-2__000_0-01343345.wav,adult,M,3.67,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0058-1060M1121-2__000_0-01343345.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0244-1060M1121-2__000_0-01378796.wav,adult,M,4.67,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0244-1060M1121-2__000_0-01378796.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0052-1060M1121-2__000_0-01342444.wav,adult,M,2.25,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0052-1060M1121-2__000_0-01342444.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0552-1060M1121-2__000_0-01585865.wav,adult,M,2.46,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0552-1060M1121-2__000_0-01585865.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0355-1060M1121-2__000_0-01432247.wav,adult,M,2.68,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0355-1060M1121-2__000_0-01432247.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0439-1060M1121-2__000_0-01581509.wav,adult,M,2.62,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0439-1060M1121-2__000_0-01581509.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0120-1060M1121-2__000_0-02126797.wav,adult,M,2.57,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0120-1060M1121-2__000_0-02126797.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0144-1060M1121-2__000_0-01377099.wav,adult,M,5.78,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0144-1060M1121-2__000_0-01377099.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0688-1060M1121-2__000_0-01428555.wav,adult,M,2.4,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0688-1060M1121-2__000_0-01428555.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0011-1060M1121-2__000_0-01341724.wav,adult,M,2.55,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0011-1060M1121-2__000_0-01341724.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0110-1060M1121-2__000_0-01345074.wav,adult,M,4.76,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0110-1060M1121-2__000_0-01345074.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0235-1060M1121-2__000_0-03172612.wav,adult,M,2.42,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0235-1060M1121-2__000_0-03172612.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0091-1060M1121-2__000_0-01344539.wav,adult,M,6.16,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0091-1060M1121-2__000_0-01344539.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0526-1060M1121-2__000_0-01584968.wav,adult,M,2.6,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0526-1060M1121-2__000_0-01584968.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0539-1060M1121-2__000_0-01585419.wav,adult,M,2.03,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0539-1060M1121-2__000_0-01585419.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0082-1060M1121-2__000_0-01344064.wav,adult,M,4.52,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0082-1060M1121-2__000_0-01344064.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0354-1060M1121-2__000_0-01432227.wav,adult,M,3.16,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0354-1060M1121-2__000_0-01432227.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0698-1060M1121-2__000_0-01428213.wav,adult,M,2.32,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0698-1060M1121-2__000_0-01428213.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0101-1060M1121-2__000_0-01344800.wav,adult,M,3.82,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0101-1060M1121-2__000_0-01344800.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0066-1060M1121-2__000_0-01343573.wav,adult,M,2.17,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0066-1060M1121-2__000_0-01343573.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0447-1060M1121-2__000_0-01581742.wav,adult,M,2.47,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0447-1060M1121-2__000_0-01581742.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0190-1060M1121-2__000_0-01348644.wav,adult,M,4.6,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0190-1060M1121-2__000_0-01348644.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0460-1060M1121-2__000_0-01582216.wav,adult,M,3.72,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0460-1060M1121-2__000_0-01582216.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0385-1060M1121-2__000_0-01579733.wav,adult,M,2.43,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0385-1060M1121-2__000_0-01579733.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0421-1060M1121-2__000_0-01580946.wav,adult,M,2.53,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0421-1060M1121-2__000_0-01580946.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0644-1060M1121-2__000_0-01589642.wav,adult,M,2.6,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0644-1060M1121-2__000_0-01589642.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0429-1060M1121-2__000_0-01581202.wav,adult,M,2.51,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0429-1060M1121-2__000_0-01581202.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0177-1060M1121-2__000_0-01348127.wav,adult,M,5.41,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0177-1060M1121-2__000_0-01348127.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0293-1060M1121-2__000_0-01380266.wav,adult,M,6.26,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0293-1060M1121-2__000_0-01380266.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0624-1060M1121-2__000_0-01588840.wav,adult,M,3.08,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0624-1060M1121-2__000_0-01588840.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0075-1060M1121-2__000_0-01429031.wav,adult,M,2.21,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0075-1060M1121-2__000_0-01429031.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0067-1060M1121-2__000_0-01428809.wav,adult,M,2.23,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0067-1060M1121-2__000_0-01428809.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0054-1060M1121-2__000_0-01343235.wav,adult,M,2.53,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0054-1060M1121-2__000_0-01343235.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0106-1060M1121-2__000_0-01344983.wav,adult,M,2.11,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0106-1060M1121-2__000_0-01344983.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0311-1060M1121-2__000_0-01380943.wav,adult,M,4.29,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0311-1060M1121-2__000_0-01380943.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0660-1060M1121-2__000_0-03172631.wav,adult,M,2.49,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0660-1060M1121-2__000_0-03172631.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0200-1060M1121-2__000_0-01349027.wav,adult,M,6.88,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0200-1060M1121-2__000_0-01349027.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0011-1060M1121-2__000_0-01341213.wav,adult,M,5.68,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0011-1060M1121-2__000_0-01341213.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0041-1060M1121-2__000_0-01342248.wav,adult,M,2.51,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0041-1060M1121-2__000_0-01342248.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0404-1060M1121-2__000_0-01580363.wav,adult,M,2.63,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0404-1060M1121-2__000_0-01580363.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0639-1060M1121-2__000_0-01589420.wav,adult,M,2.46,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0639-1060M1121-2__000_0-01589420.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0428-1060M1121-2__000_0-01581180.wav,adult,M,2.46,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0428-1060M1121-2__000_0-01581180.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0088-1060M1121-2__000_0-01429912.wav,adult,M,2.66,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0088-1060M1121-2__000_0-01429912.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0073-1060M1121-2__000_0-01428978.wav,adult,M,2.55,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0073-1060M1121-2__000_0-01428978.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0314-1060M1121-2__000_0-01381074.wav,adult,M,4.94,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0314-1060M1121-2__000_0-01381074.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0008-1060M1121-2__000_0-01341681.wav,adult,M,2.23,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0008-1060M1121-2__000_0-01341681.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0517-1060M1121-2__000_0-01584652.wav,adult,M,2.54,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0517-1060M1121-2__000_0-01584652.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0533-1060M1121-2__000_0-01585216.wav,adult,M,3.28,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0533-1060M1121-2__000_0-01585216.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0026-1060M1121-2__000_0-01341983.wav,adult,M,2.55,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0026-1060M1121-2__000_0-01341983.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0625-1060M1121-2__000_0-01588876.wav,adult,M,3.56,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0625-1060M1121-2__000_0-01588876.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0510-1060M1121-2__000_0-01584312.wav,adult,M,3.55,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0510-1060M1121-2__000_0-01584312.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0628-1060M1121-2__000_0-01588966.wav,adult,M,2.02,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0628-1060M1121-2__000_0-01588966.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0495-1060M1121-2__000_0-01583769.wav,adult,M,2.37,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0495-1060M1121-2__000_0-01583769.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0390-1060M1121-2__000_0-01579881.wav,adult,M,2.22,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0390-1060M1121-2__000_0-01579881.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0389-1060M1121-2__000_0-01579855.wav,adult,M,3.29,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0389-1060M1121-2__000_0-01579855.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0550-1060M1121-2__000_0-01585781.wav,adult,M,2.4,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0550-1060M1121-2__000_0-01585781.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0334-1060M1121-2__000_0-01382080.wav,adult,M,2.3,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0334-1060M1121-2__000_0-01382080.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0124-1060M1121-2__000_0-01345608.wav,adult,M,4.01,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0124-1060M1121-2__000_0-01345608.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0444-1060M1121-2__000_0-01581661.wav,adult,M,4.21,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0444-1060M1121-2__000_0-01581661.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0072-1060M1121-2__000_0-01428947.wav,adult,M,2.53,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0072-1060M1121-2__000_0-01428947.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0230-1060M1121-2__000_0-01378104.wav,adult,M,4.9,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0230-1060M1121-2__000_0-01378104.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0328-1060M1121-2__000_0-01381791.wav,adult,M,5.99,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0328-1060M1121-2__000_0-01381791.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0452-1060M1121-2__000_0-01581943.wav,adult,M,3.8,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0452-1060M1121-2__000_0-01581943.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0093-1060M1121-2__000_0-01430073.wav,adult,M,2.79,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0093-1060M1121-2__000_0-01430073.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0426-1060M1121-2__000_0-01581124.wav,adult,M,2.17,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0426-1060M1121-2__000_0-01581124.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0091-1060M1121-2__000_0-01429996.wav,adult,M,2.95,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0091-1060M1121-2__000_0-01429996.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0065-1060M1121-2__000_0-01428753.wav,adult,M,2.33,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0065-1060M1121-2__000_0-01428753.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0301-1060M1121-2__000_0-01380561.wav,adult,M,5.35,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0301-1060M1121-2__000_0-01380561.json
1060,Training/data/TS_random_01/random/2021-12-15/1060/C0374-1060M1121-2__000_0-01579267.wav,adult,M,2.6,Clean,SmartPhone,Train,Training/label/TL_random_01/random/2021-12-15/1060/C0374-1060M1121-2__000_0-01579267.json
1060,Training/data/TS_common_01/common/2021-12-15/1060/B0113-1060M1121-2__000_0-01430692.wav,adult,M,2.74,Clean,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-15/1060/B0113-1060M1121-2__000_0-01430692.json
